File;Generations;Time;Fitness;Regenerators;Disconnected
weight_dataN80P3Inst3.txt;0;0;30200;1;60
weight_dataN60P3Inst10.txt;0;0;30000;0;60
weight_dataN80P9Inst1.txt;0;0;6200;1;12
weight_dataN60P3Inst6.txt;0;0;30000;0;60
weight_dataN80P9Inst5.txt;0;0;5700;1;11
weight_dataN80P3Inst8.txt;0;0;28700;1;57
weight_dataN60P5Inst10.txt;0;0;30000;0;60
weight_dataN60P5Inst6.txt;0;0;30000;0;60
weight_dataN80P5Inst3.txt;0;0;18700;1;37
weight_dataN60P7Inst10.txt;0;0;30000;0;60
weight_dataN60P7Inst6.txt;0;0;30000;0;60
weight_dataN80P5Inst8.txt;0;0;19200;1;38
weight_dataN60P9Inst10.txt;0;0;30000;0;60
weight_dataN60P9Inst6.txt;0;0;30000;0;60
weight_dataN80P7Inst3.txt;0;0;14700;1;29
weight_dataN80P1Inst10.txt;0;0;36400;1;72
weight_dataN80P7Inst8.txt;0;0;15700;1;31
weight_dataN80P1Inst6.txt;0;0;36400;1;72
weight_dataN80P9Inst3.txt;0;0;4700;1;9
weight_dataN80P3Inst10.txt;0;0;27900;1;55
weight_dataN80P9Inst8.txt;0;0;5700;1;11
weight_dataN80P3Inst6.txt;0;0;32400;1;64
weight_dataN80P5Inst10.txt;0;0;20400;1;40
weight_dataN80P5Inst6.txt;0;0;21400;1;42
weight_dataN80P7Inst10.txt;0;0;13900;1;27
weight_dataN80P7Inst6.txt;0;0;11900;1;23
weight_dataN80P9Inst10.txt;0;0;4400;1;8
weight_dataN80P9Inst6.txt;0;0;3900;1;7
